dataset,period_id,edge_idx,fallback_rate_cents_per_m,dt_sec,odo_delta_m,cell_idx,zone_id,zone_rate_cents_per_m,exact_fee_cents,fallback_fee_cents,fallback_charged_distance_m,speed_bound_slack_m,honest_outage,strategic_declared_outage
rome,rome:60:70-0-s57:p1,1,7,60,13,1514,100,10,130,13860,1980,1967,False,False
rome,rome:60:70-0-s57:p1,2,7,60,24,1514,100,10,240,13860,1980,1956,False,False
rome,rome:60:70-0-s57:p1,3,7,60,20,1514,100,10,200,13860,1980,1960,False,False
rome,rome:60:70-0-s57:p1,4,7,59,14,1514,100,10,140,13629,1947,1933,False,False
rome,rome:60:70-0-s57:p1,5,7,61,15,1514,100,10,150,14091,2013,1998,True,False
rome,rome:60:70-0-s57:p1,6,7,59,17,1514,100,10,170,13629,1947,1930,False,False
rome,rome:60:70-0-s57:p1,7,7,61,10,1514,100,10,100,14091,2013,2003,True,False
rome,rome:60:70-0-s57:p1,8,7,59,13,1514,100,10,130,13629,1947,1934,False,False
rome,rome:60:70-0-s57:p1,9,7,61,10,1514,100,10,100,14091,2013,2003,True,False
rome,rome:60:70-0-s57:p1,10,7,59,25,1514,100,10,250,13629,1947,1922,False,False
rome,rome:60:70-0-s57:p1,11,7,60,17,1514,100,10,170,13860,1980,1963,False,False
rome,rome:60:70-0-s57:p1,12,7,60,18,1514,100,10,180,13860,1980,1962,False,False
rome,rome:60:70-0-s57:p1,13,7,60,10,1514,100,10,100,13860,1980,1970,False,False
rome,rome:60:70-0-s57:p1,14,7,60,26,1514,100,10,260,13860,1980,1954,False,False
rome,rome:60:70-0-s57:p1,15,7,60,15,1514,100,10,150,13860,1980,1965,False,False
rome,rome:60:70-0-s57:p1,16,7,61,12,1514,100,10,120,14091,2013,2001,True,False
rome,rome:60:70-0-s57:p1,17,7,59,18,1514,100,10,180,13629,1947,1929,False,False
rome,rome:60:70-0-s57:p1,18,7,61,11,1514,100,10,110,14091,2013,2002,True,False
rome,rome:60:70-0-s57:p1,19,7,60,10,1514,100,10,100,13860,1980,1970,False,False
rome,rome:60:70-0-s57:p1,20,7,61,21,1514,100,10,210,14091,2013,1992,True,False
rome,rome:60:70-0-s57:p1,21,7,59,17,1514,100,10,170,13629,1947,1930,False,False
rome,rome:60:70-0-s57:p1,22,7,59,15,1514,100,10,150,13629,1947,1932,False,False
rome,rome:60:70-0-s57:p1,23,7,61,18,1514,100,10,180,14091,2013,1995,True,False
rome,rome:60:70-0-s57:p2,0,7,61,6,1514,100,10,60,14091,2013,2007,True,False
rome,rome:60:70-0-s57:p2,1,7,59,10,1514,100,10,100,13629,1947,1937,False,False
rome,rome:60:70-0-s57:p2,2,7,61,15,1514,100,10,150,14091,2013,1998,True,False
rome,rome:60:70-0-s57:p2,3,7,59,17,1514,100,10,170,13629,1947,1930,False,False
rome,rome:60:70-0-s57:p2,4,7,61,15,1514,100,10,150,14091,2013,1998,True,False
rome,rome:60:70-0-s57:p2,5,7,60,23,1514,100,10,230,13860,1980,1957,False,False
rome,rome:60:70-0-s57:p2,6,7,60,15,1514,100,10,150,13860,1980,1965,False,False
rome,rome:60:70-0-s57:p2,7,7,59,8,1514,100,10,80,13629,1947,1939,False,False
rome,rome:60:70-0-s57:p2,8,7,61,12,1514,100,10,120,14091,2013,2001,True,False
rome,rome:60:70-0-s57:p2,9,7,59,21,1514,100,10,210,13629,1947,1926,False,False
rome,rome:60:70-0-s57:p2,10,7,61,6,1514,100,10,60,14091,2013,2007,True,False
rome,rome:60:70-0-s57:p2,11,7,60,13,1514,100,10,130,13860,1980,1967,False,False
rome,rome:60:70-0-s57:p2,12,7,60,29,1514,100,10,290,13860,1980,1951,False,False
rome,rome:60:70-0-s57:p2,13,7,59,23,1514,100,10,230,13629,1947,1924,False,False
rome,rome:60:70-0-s57:p2,14,7,61,25,1514,100,10,250,14091,2013,1988,True,False
rome,rome:60:70-0-s57:p2,15,7,59,13,1514,100,10,130,13629,1947,1934,False,False
rome,rome:60:70-0-s57:p2,16,7,61,5,1514,100,10,50,14091,2013,2008,True,False
rome,rome:60:70-0-s57:p2,17,7,59,9,1514,100,10,90,13629,1947,1938,False,False
rome,rome:60:70-0-s57:p2,18,7,61,19,1514,100,10,190,14091,2013,1994,True,False
rome,rome:60:70-0-s57:p2,19,7,59,6,1514,100,10,60,13629,1947,1941,False,False
rome,rome:60:70-0-s57:p2,20,7,61,7,1514,100,10,70,14091,2013,2006,True,False
rome,rome:60:70-0-s57:p2,21,7,59,11,1514,100,10,110,13629,1947,1936,False,False
rome,rome:60:70-0-s57:p2,22,7,61,5,1514,100,10,50,14091,2013,2008,True,False
rome,rome:60:70-0-s57:p2,23,7,59,33,1514,100,10,330,13629,1947,1914,False,False
rome,rome:60:70-0-s78:p0,0,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s78:p0,1,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s78:p0,2,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:70-0-s78:p0,3,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:70-0-s78:p0,4,7,59,2,1514,100,10,20,13629,1947,1945,False,False
rome,rome:60:70-0-s78:p0,5,7,63,14,1514,100,10,140,14553,2079,2065,True,False
rome,rome:60:70-0-s78:p0,6,7,57,21,1514,100,10,210,13167,1881,1860,False,False
rome,rome:60:70-0-s78:p0,7,7,61,10,1514,100,10,100,14091,2013,2003,True,False
rome,rome:60:70-0-s78:p0,8,7,59,10,1514,100,10,100,13629,1947,1937,False,False
rome,rome:60:70-0-s78:p0,9,7,59,14,1514,100,10,140,13629,1947,1933,False,False
rome,rome:60:70-0-s78:p0,10,7,62,26,1514,100,10,260,14322,2046,2020,True,False
rome,rome:60:70-0-s78:p0,11,7,58,9,1514,100,10,90,13398,1914,1905,False,False
rome,rome:60:70-0-s78:p0,12,7,60,30,1514,100,10,300,13860,1980,1950,False,False
rome,rome:60:70-0-s78:p0,13,7,60,5,1514,100,10,50,13860,1980,1975,False,False
rome,rome:60:70-0-s78:p0,14,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:70-0-s78:p0,15,7,60,9,1514,100,10,90,13860,1980,1971,False,False
rome,rome:60:70-0-s78:p0,16,7,61,46,1514,100,10,460,14091,2013,1967,True,False
rome,rome:60:70-0-s78:p0,17,7,60,13,1514,100,10,130,13860,1980,1967,False,False
rome,rome:60:70-0-s78:p0,18,7,59,17,1514,100,10,170,13629,1947,1930,False,False
rome,rome:60:70-0-s78:p0,19,7,61,40,1514,100,10,400,14091,2013,1973,True,False
rome,rome:60:70-0-s78:p0,20,7,59,31,1514,100,10,310,13629,1947,1916,False,False
rome,rome:60:70-0-s78:p0,21,7,61,13,1514,100,10,130,14091,2013,2000,True,False
rome,rome:60:70-0-s78:p0,22,7,60,8,1514,100,10,80,13860,1980,1972,False,False
rome,rome:60:70-0-s78:p0,23,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:72-0-s234:p0,0,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:72-0-s234:p0,1,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:72-0-s234:p0,2,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:72-0-s234:p0,3,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:72-0-s234:p0,4,7,60,2,1514,100,10,20,13860,1980,1978,False,False
rome,rome:60:72-0-s234:p0,5,7,60,1,1514,100,10,10,13860,1980,1979,False,False
rome,rome:60:72-0-s234:p0,6,7,60,19,1514,100,10,190,13860,1980,1961,False,False
rome,rome:60:72-0-s234:p0,7,7,60,32,1514,100,10,320,13860,1980,1948,False,False
rome,rome:60:72-0-s234:p0,8,7,60,33,1514,100,10,330,13860,1980,1947,False,False
rome,rome:60:72-0-s234:p0,9,7,60,27,1514,100,10,270,13860,1980,1953,False,False
rome,rome:60:72-0-s234:p0,10,7,60,16,1514,100,10,160,13860,1980,1964,False,False
rome,rome:60:72-0-s234:p0,11,7,60,15,1514,100,10,150,13860,1980,1965,False,False
rome,rome:60:72-0-s234:p0,12,7,60,59,1514,100,10,590,13860,1980,1921,False,False
rome,rome:60:72-0-s234:p0,13,7,61,22,1514,100,10,220,14091,2013,1991,True,False
rome,rome:60:72-0-s234:p0,14,7,60,12,1514,100,10,120,13860,1980,1968,False,False
rome,rome:60:72-0-s234:p0,15,7,59,2,1514,100,10,20,13629,1947,1945,False,False
rome,rome:60:72-0-s234:p0,16,7,60,29,1514,100,10,290,13860,1980,1951,False,False
rome,rome:60:72-0-s234:p0,17,7,60,43,1513,100,10,430,13860,1980,1937,False,False
rome,rome:60:72-0-s234:p0,18,7,62,22,1514,100,10,220,14322,2046,2024,True,False
rome,rome:60:72-0-s234:p0,19,7,58,25,1514,100,10,250,13398,1914,1889,False,False
rome,rome:60:72-0-s234:p0,20,7,60,17,1513,100,10,170,13860,1980,1963,False,False
rome,rome:60:72-0-s234:p0,21,7,60,25,1514,100,10,250,13860,1980,1955,False,False
rome,rome:60:72-0-s234:p0,22,7,61,12,1513,100,10,120,14091,2013,2001,True,False
rome,rome:60:72-0-s234:p0,23,7,59,7,1513,100,10,70,13629,1947,1940,False,False
rome,rome:60:78-0-s44:p0,0,7,46,0,202,120,12,0,10626,1518,1518,False,False
rome,rome:60:78-0-s44:p0,1,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,2,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,3,7,74,0,202,120,12,0,17094,2442,2442,True,False
rome,rome:60:78-0-s44:p0,4,7,61,0,202,120,12,0,14091,2013,2013,True,False
rome,rome:60:78-0-s44:p0,5,7,45,0,202,120,12,0,10395,1485,1485,False,False
rome,rome:60:78-0-s44:p0,6,7,75,0,202,120,12,0,17325,2475,2475,True,False
rome,rome:60:78-0-s44:p0,7,7,59,0,202,120,12,0,13629,1947,1947,False,False
rome,rome:60:78-0-s44:p0,8,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,9,7,46,5,202,120,12,60,10626,1518,1513,False,False
rome,rome:60:78-0-s44:p0,10,7,91,0,202,120,12,0,21021,3003,3003,True,False
rome,rome:60:78-0-s44:p0,11,7,36,0,202,120,12,0,8316,1188,1188,False,False
rome,rome:60:78-0-s44:p0,12,7,60,5,202,120,12,60,13860,1980,1975,False,False
rome,rome:60:78-0-s44:p0,13,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,14,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,15,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,16,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,17,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,18,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,19,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,20,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,21,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,22,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:78-0-s44:p0,23,7,60,4,202,120,12,48,13860,1980,1976,False,False
rome,rome:60:83-0-s152:p0,0,7,61,20,1514,100,10,200,14091,2013,1993,True,False
rome,rome:60:83-0-s152:p0,1,7,59,17,1514,100,10,170,13629,1947,1930,False,False
rome,rome:60:83-0-s152:p0,2,7,60,2,1514,100,10,20,13860,1980,1978,False,False
rome,rome:60:83-0-s152:p0,3,7,60,1,1514,100,10,10,13860,1980,1979,False,False
rome,rome:60:83-0-s152:p0,4,7,60,53,1514,100,10,530,13860,1980,1927,False,False
rome,rome:60:83-0-s152:p0,5,7,60,1,1514,100,10,10,13860,1980,1979,False,False
rome,rome:60:83-0-s152:p0,6,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:83-0-s152:p0,7,7,61,0,1514,100,10,0,14091,2013,2013,True,False
rome,rome:60:83-0-s152:p0,8,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:83-0-s152:p0,9,7,60,1,1514,100,10,10,13860,1980,1979,False,False
rome,rome:60:83-0-s152:p0,10,7,60,17,1514,100,10,170,13860,1980,1963,False,False
rome,rome:60:83-0-s152:p0,11,7,61,27,1514,100,10,270,14091,2013,1986,True,False
rome,rome:60:83-0-s152:p0,12,7,59,14,1514,100,10,140,13629,1947,1933,False,False
rome,rome:60:83-0-s152:p0,13,7,60,2,1514,100,10,20,13860,1980,1978,False,False
rome,rome:60:83-0-s152:p0,14,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:83-0-s152:p0,15,7,60,1,1514,100,10,10,13860,1980,1979,False,False
rome,rome:60:83-0-s152:p0,16,7,60,0,1514,100,10,0,13860,1980,1980,False,False
rome,rome:60:83-0-s152:p0,17,7,60,1,1514,100,10,10,13860,1980,1979,False,False
rome,rome:60:83-0-s152:p0,18,7,61,4,1514,100,10,40,14091,2013,2009,True,False
rome,rome:60:83-0-s152:p0,19,7,59,16,1514,100,10,160,13629,1947,1931,False,False
rome,rome:60:83-0-s152:p0,20,7,61,14,1514,100,10,140,14091,2013,1999,True,False
rome,rome:60:83-0-s152:p0,21,7,59,4,1514,100,10,40,13629,1947,1943,False,False
rome,rome:60:83-0-s152:p0,22,7,61,1,1514,100,10,10,14091,2013,2012,True,False
rome,rome:60:83-0-s152:p0,23,7,59,0,1514,100,10,0,13629,1947,1947,False,False
rome,rome:60:83-0-s41:p0,0,7,60,293,910,120,12,3516,13860,1980,1687,False,False
rome,rome:60:83-0-s41:p0,1,7,60,9,1012,120,12,108,13860,1980,1971,False,False
rome,rome:60:83-0-s41:p0,2,7,61,4,1012,120,12,48,14091,2013,2009,True,False
rome,rome:60:83-0-s41:p0,3,7,59,0,1012,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s41:p0,4,7,59,0,1012,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s41:p0,5,7,61,1,1012,120,12,12,14091,2013,2012,True,False
rome,rome:60:83-0-s41:p0,6,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s41:p0,7,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s41:p0,8,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s41:p0,9,7,60,3,1012,120,12,36,13860,1980,1977,False,False
rome,rome:60:83-0-s41:p0,10,7,60,4,1012,120,12,48,13860,1980,1976,False,False
rome,rome:60:83-0-s41:p0,11,7,56,7,1012,120,12,84,12936,1848,1841,False,False
rome,rome:60:83-0-s41:p0,12,7,60,1,1012,120,12,12,13860,1980,1979,False,False
rome,rome:60:83-0-s41:p0,13,7,60,1,1012,120,12,12,13860,1980,1979,False,False
rome,rome:60:83-0-s41:p0,14,7,60,2,1012,120,12,24,13860,1980,1978,False,False
rome,rome:60:83-0-s41:p0,15,7,61,2,1012,120,12,24,14091,2013,2011,True,False
rome,rome:60:83-0-s41:p0,16,7,59,9,1012,120,12,108,13629,1947,1938,False,False
rome,rome:60:83-0-s41:p0,17,7,60,30,1012,120,12,360,13860,1980,1950,False,False
rome,rome:60:83-0-s41:p0,18,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s41:p0,19,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s41:p0,20,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s41:p0,21,7,60,6,1112,120,12,72,13860,1980,1974,False,False
rome,rome:60:83-0-s41:p0,22,7,61,2,1112,120,12,24,14091,2013,2011,True,False
rome,rome:60:83-0-s41:p0,23,7,59,32,1112,120,12,384,13629,1947,1915,False,False
rome,rome:60:83-0-s59:p0,0,7,61,142,107,120,12,1704,14091,2013,1871,True,False
rome,rome:60:83-0-s59:p0,1,7,59,0,208,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s59:p0,2,7,59,0,208,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s59:p0,3,7,61,14,208,120,12,168,14091,2013,1999,True,False
rome,rome:60:83-0-s59:p0,4,7,60,15,208,120,12,180,13860,1980,1965,False,False
rome,rome:60:83-0-s59:p0,5,7,61,27,208,120,12,324,14091,2013,1986,True,False
rome,rome:60:83-0-s59:p0,6,7,58,18,208,120,12,216,13398,1914,1896,False,False
rome,rome:60:83-0-s59:p0,7,7,62,36,208,120,12,432,14322,2046,2010,True,False
rome,rome:60:83-0-s59:p0,8,7,59,20,208,120,12,240,13629,1947,1927,False,False
rome,rome:60:83-0-s59:p0,9,7,60,17,208,120,12,204,13860,1980,1963,False,False
rome,rome:60:83-0-s59:p0,10,7,60,17,208,120,12,204,13860,1980,1963,False,False
rome,rome:60:83-0-s59:p0,11,7,60,12,208,120,12,144,13860,1980,1968,False,False
rome,rome:60:83-0-s59:p0,12,7,60,28,208,120,12,336,13860,1980,1952,False,False
rome,rome:60:83-0-s59:p0,13,7,60,22,208,120,12,264,13860,1980,1958,False,False
rome,rome:60:83-0-s59:p0,14,7,60,25,208,120,12,300,13860,1980,1955,False,False
rome,rome:60:83-0-s59:p0,15,7,60,36,208,120,12,432,13860,1980,1944,False,False
rome,rome:60:83-0-s59:p0,16,7,61,23,208,120,12,276,14091,2013,1990,True,False
rome,rome:60:83-0-s59:p0,17,7,59,12,207,120,12,144,13629,1947,1935,False,False
rome,rome:60:83-0-s59:p0,18,7,61,12,207,120,12,144,14091,2013,2001,True,False
rome,rome:60:83-0-s59:p0,19,7,59,16,208,120,12,192,13629,1947,1931,False,False
rome,rome:60:83-0-s59:p0,20,7,60,17,208,120,12,204,13860,1980,1963,False,False
rome,rome:60:83-0-s59:p0,21,7,60,17,208,120,12,204,13860,1980,1963,False,False
rome,rome:60:83-0-s59:p0,22,7,61,13,207,120,12,156,14091,2013,2000,True,False
rome,rome:60:83-0-s59:p0,23,7,59,23,207,120,12,276,13629,1947,1924,False,False
rome,rome:60:83-0-s95:p0,0,7,59,141,910,120,12,1692,13629,1947,1806,False,False
rome,rome:60:83-0-s95:p0,1,7,60,75,1011,120,12,900,13860,1980,1905,False,False
rome,rome:60:83-0-s95:p0,2,7,61,9,1012,120,12,108,14091,2013,2004,True,False
rome,rome:60:83-0-s95:p0,3,7,59,0,1012,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s95:p0,4,7,61,7,1012,120,12,84,14091,2013,2006,True,False
rome,rome:60:83-0-s95:p0,5,7,59,1,1012,120,12,12,13629,1947,1946,False,False
rome,rome:60:83-0-s95:p0,6,7,61,0,1012,120,12,0,14091,2013,2013,True,False
rome,rome:60:83-0-s95:p0,7,7,59,0,1012,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s95:p0,8,7,61,0,1012,120,12,0,14091,2013,2013,True,False
rome,rome:60:83-0-s95:p0,9,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,10,7,59,0,1012,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s95:p0,11,7,61,0,1012,120,12,0,14091,2013,2013,True,False
rome,rome:60:83-0-s95:p0,12,7,60,4,1012,120,12,48,13860,1980,1976,False,False
rome,rome:60:83-0-s95:p0,13,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,14,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,15,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,16,7,59,0,1012,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s95:p0,17,7,61,0,1012,120,12,0,14091,2013,2013,True,False
rome,rome:60:83-0-s95:p0,18,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,19,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,20,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,21,7,60,8,1012,120,12,96,13860,1980,1972,False,False
rome,rome:60:83-0-s95:p0,22,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p0,23,7,60,0,1012,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,0,7,60,7,1012,120,12,84,13860,1980,1973,False,False
rome,rome:60:83-0-s95:p1,1,7,60,4,1012,120,12,48,13860,1980,1976,False,False
rome,rome:60:83-0-s95:p1,2,7,61,4,1012,120,12,48,14091,2013,2009,True,False
rome,rome:60:83-0-s95:p1,3,7,59,11,1012,120,12,132,13629,1947,1936,False,False
rome,rome:60:83-0-s95:p1,4,7,59,23,1012,120,12,276,13629,1947,1924,False,False
rome,rome:60:83-0-s95:p1,5,7,61,5,1112,120,12,60,14091,2013,2008,True,False
rome,rome:60:83-0-s95:p1,6,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,7,7,59,0,1112,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s95:p1,8,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,9,7,61,0,1112,120,12,0,14091,2013,2013,True,False
rome,rome:60:83-0-s95:p1,10,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,11,7,61,0,1112,120,12,0,14091,2013,2013,True,False
rome,rome:60:83-0-s95:p1,12,7,59,0,1112,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s95:p1,13,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,14,7,60,8,1112,120,12,96,13860,1980,1972,False,False
rome,rome:60:83-0-s95:p1,15,7,60,1,1112,120,12,12,13860,1980,1979,False,False
rome,rome:60:83-0-s95:p1,16,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,17,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,18,7,59,0,1112,120,12,0,13629,1947,1947,False,False
rome,rome:60:83-0-s95:p1,19,7,61,0,1112,120,12,0,14091,2013,2013,True,False
rome,rome:60:83-0-s95:p1,20,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,21,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,22,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:83-0-s95:p1,23,7,60,0,1112,120,12,0,13860,1980,1980,False,False
rome,rome:60:95-0-s137:p0,0,7,58,12,202,120,12,144,13398,1914,1902,False,False
rome,rome:60:95-0-s137:p0,1,7,60,2,202,120,12,24,13860,1980,1978,False,False
rome,rome:60:95-0-s137:p0,2,7,60,1,202,120,12,12,13860,1980,1979,False,False
rome,rome:60:95-0-s137:p0,3,7,63,0,202,120,12,0,14553,2079,2079,True,False
rome,rome:60:95-0-s137:p0,4,7,57,0,202,120,12,0,13167,1881,1881,False,False
rome,rome:60:95-0-s137:p0,5,7,66,0,202,120,12,0,15246,2178,2178,True,False
rome,rome:60:95-0-s137:p0,6,7,54,12,202,120,12,144,12474,1782,1770,False,False
rome,rome:60:95-0-s137:p0,7,7,63,1,202,120,12,12,14553,2079,2078,True,False
rome,rome:60:95-0-s137:p0,8,7,58,18,202,120,12,216,13398,1914,1896,False,False
rome,rome:60:95-0-s137:p0,9,7,59,1,202,120,12,12,13629,1947,1946,False,False
rome,rome:60:95-0-s137:p0,10,7,61,1,202,120,12,12,14091,2013,2012,True,False
rome,rome:60:95-0-s137:p0,11,7,49,0,202,120,12,0,11319,1617,1617,False,False
rome,rome:60:95-0-s137:p0,12,7,62,0,202,120,12,0,14322,2046,2046,True,False
rome,rome:60:95-0-s137:p0,13,7,63,0,202,120,12,0,14553,2079,2079,True,False
rome,rome:60:95-0-s137:p0,14,7,57,0,202,120,12,0,13167,1881,1881,False,False
rome,rome:60:95-0-s137:p0,15,7,63,0,202,120,12,0,14553,2079,2079,True,False
rome,rome:60:95-0-s137:p0,16,7,57,0,202,120,12,0,13167,1881,1881,False,False
rome,rome:60:95-0-s137:p0,17,7,62,0,202,120,12,0,14322,2046,2046,True,False
rome,rome:60:95-0-s137:p0,18,7,58,1,202,120,12,12,13398,1914,1913,False,False
rome,rome:60:95-0-s137:p0,19,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:95-0-s137:p0,20,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:95-0-s137:p0,21,7,60,0,202,120,12,0,13860,1980,1980,False,False
rome,rome:60:95-0-s137:p0,22,7,62,0,202,120,12,0,14322,2046,2046,True,False
rome,rome:60:95-0-s137:p0,23,7,58,188,202,120,12,2256,13398,1914,1726,False,False
rome,rome:60:96-0-s156:p0,0,7,58,3,1208,120,12,36,13398,1914,1911,False,False
rome,rome:60:96-0-s156:p0,1,7,61,0,1208,120,12,0,14091,2013,2013,True,False
rome,rome:60:96-0-s156:p0,2,7,59,0,1208,120,12,0,13629,1947,1947,False,False
rome,rome:60:96-0-s156:p0,3,7,61,8,1208,120,12,96,14091,2013,2005,True,False
rome,rome:60:96-0-s156:p0,4,7,59,21,1208,120,12,252,13629,1947,1926,False,False
rome,rome:60:96-0-s156:p0,5,7,62,1,1208,120,12,12,14322,2046,2045,True,False
rome,rome:60:96-0-s156:p0,6,7,58,0,1208,120,12,0,13398,1914,1914,False,False
rome,rome:60:96-0-s156:p0,7,7,60,4,1208,120,12,48,13860,1980,1976,False,False
rome,rome:60:96-0-s156:p0,8,7,61,0,1207,120,12,0,14091,2013,2013,True,False
rome,rome:60:96-0-s156:p0,9,7,60,8,1207,120,12,96,13860,1980,1972,False,False
rome,rome:60:96-0-s156:p0,10,7,60,20,1207,120,12,240,13860,1980,1960,False,False
rome,rome:60:96-0-s156:p0,11,7,59,24,1207,120,12,288,13629,1947,1923,False,False
rome,rome:60:96-0-s156:p0,12,7,62,22,1207,120,12,264,14322,2046,2024,True,False
rome,rome:60:96-0-s156:p0,13,7,58,10,1207,120,12,120,13398,1914,1904,False,False
rome,rome:60:96-0-s156:p0,14,7,61,10,1208,120,12,120,14091,2013,2003,True,False
rome,rome:60:96-0-s156:p0,15,7,59,18,1207,120,12,216,13629,1947,1929,False,False
rome,rome:60:96-0-s156:p0,16,7,61,12,1207,120,12,144,14091,2013,2001,True,False
rome,rome:60:96-0-s156:p0,17,7,60,14,1207,120,12,168,13860,1980,1966,False,False
